ID;Proyecto;Informador;Asignada a;Prioridad;Severidad;Reproducibilidad;Categoría;Fecha de envío;Actualizada;Resumen;Estado;Resolución;MES;AÑO;Nº Comentarios;
20377;GNF - SGIPE Montejo;juanpazos;juanpazos;normal;menor;no se ha intentado;Servidor OPC;2021-03-08;2021-03-15;Fallo comunicación Brisa;cerrada;corregida;3;2021;1;
15678;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-01-02;2020-01-10;Fallo visualización alarmas;cerrada;corregida;1;2020;1;
15730;GNF - GesWin La Sia;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-01-10;2020-01-12;Fallo visualización alarmas;cerrada;corregida;1;2020;1;
15691;GNF - SGIPE Canredondo;juanpazos;juanpazos;normal;menor;no se ha intentado;Regulador reactiva;2020-01-05;2020-01-12;Fallo regulación de reactiva.;cerrada;corregida;1;2020;2;
15741;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;SCADA;2020-01-14;2020-01-15;Revisar Scada;cerrada;corregida;1;2020;1;
15770;GNF - VESTAS Peña I;ricardoouteiral;roberto;alta;ajuste;no se ha intentado;SCADA;2020-01-20;2020-01-20;Fallo informes Peña I;cerrada;corregida;1;2020;4;
15761;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;Controlador;2020-01-17;2020-01-20;Fallo comunicación turbinas;cerrada;corregida;1;2020;2;
15757;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-01-16;2020-01-20;Fallo opc;cerrada;corregida;1;2020;1;
15756;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;SCADA;2020-01-16;2020-01-20;Revisión Scada;cerrada;corregida;1;2020;1;
15886;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;SCADA;2020-01-24;2020-01-25;Fallo comunicación turbinas;cerrada;corregida;1;2020;1;
15877;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;Regulador activa;2020-01-23;2020-01-25;Fallo potencia activa;cerrada;corregida;1;2020;1;
15872;GNF - VESTAS LomaGorda-SanGil ;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-01-23;2020-01-25;Fallo comunicación Brisa;cerrada;corregida;1;2020;1;
15936;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-01-28;2020-01-28;Instalación antivirus;cerrada;corregida;1;2020;1;
15949;GNF - WinCC SilvaRedonda;roberto;roberto;normal;menor;no se ha intentado;SCADA;2020-01-29;2020-01-29;Actualización licencia antivirus;cerrada;corregida;1;2020;1;
15935;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;General;2020-01-28;2020-01-29;Solicitud de reinicio del scada.;cerrada;corregida;1;2020;1;
15924;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-01-27;2020-01-29;Fallo opc;cerrada;corregida;1;2020;4;
15948;GNF - ARGOS Los Pedreros;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Regulador activa;2020-01-29;2020-01-30;Fallo regulador reactiva;cerrada;corregida;1;2020;1;
15789;GNF - VESTAS Codesas;roberto;roberto;normal;menor;no se ha intentado;Regulador reactiva;2020-01-22;2020-01-31;Penalización con producción alta;cerrada;corregida;1;2020;1;
15971;GNF - ARGOS Los Pedreros;felix;felix;normal;menor;no se ha intentado;SCADA;2020-02-01;2020-02-02;Fallo comunicación con el parque;cerrada;corregida;2;2020;1;
15984;GNF - ARGOS Vimianzo;roberto;roberto;normal;menor;no se ha intentado;SCADA;2020-02-03;2020-02-03;Actualización licencia antivirus;cerrada;corregida;2;2020;1;
16001;GNF - GesWin Montija;roberto;roberto;normal;menor;no se ha intentado;SCADA;2020-02-05;2020-02-05;Revisar pantalla de errores mensuales;cerrada;corregida;2;2020;1;
15776;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-01-20;2020-02-06;Fallo comunicación Scada;cerrada;corregida;1;2020;1;
16025;GNF - SGIPE Los Llanos;juanpazos;juanpazos;normal;menor;no se ha intentado;SCADA;2020-02-09;2020-02-10;Fallo acceso al sgipe desde el host.;cerrada;abierta;2;2020;1;
16005;GNF - VESTAS LomaGorda-SanGil ;roberto;roberto;normal;menor;no se ha intentado;SCADA;2020-02-06;2020-02-10;Fallo comunicación;cerrada;corregida;2;2020;1;
16003;GNF - VESTAS Malagon;juanpazos;juanpazos;normal;menor;no se ha intentado;SCADA;2020-02-05;2020-02-10;Fallo cliente local de viusalización.;cerrada;corregida;2;2020;1;
15994;GNF - ARGOS Los Pedreros;juanpazos;juanpazos;normal;menor;no se ha intentado;Servidor OPC;2020-02-04;2020-02-10;Fallo comunicación con el parque por opc.;cerrada;corregida;2;2020;1;
15986;GNF - ARGOS Los Pedreros;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-02-03;2020-02-10;Copia archivos ESXI;cerrada;corregida;2;2020;2;
15939;GNF - SGIPE Montejo;ricardoouteiral;;normal;menor;no se ha intentado;General;2020-01-28;2020-02-10;Actualización antivirus;nueva;abierta;1;2020;1;
16045;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Hardware: Comunicaciones;2020-02-11;2020-02-11;Fallo comunicación con el parque.;cerrada;corregida;2;2020;2;
16061;GNF - ARGOS Nerea;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Preventivo semestral;2020-02-12;2020-02-13;Copia VM;cerrada;corregida;2;2020;1;
16055;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Regulador activa;2020-02-11;2020-02-13;Comprobacion herramienta.;cerrada;corregida;2;2020;1;
16043;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Comunicaciones;2020-02-11;2020-02-13;Revisar  wtg 2.1;cerrada;corregida;2;2020;1;
16088;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Comunicaciones;2020-02-14;2020-02-15;Fallo comunicacion scada;cerrada;corregida;2;2020;1;
16120;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-02-19;2020-02-20;Fallo visualización turbinas;cerrada;corregida;2;2020;1;
16129;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;General;2020-02-20;2020-02-23;Solicitud reinicio servidor;cerrada;corregida;2;2020;2;
16099;GNF - SGIPE Losilla;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-02-17;2020-02-25;Fallo conexión scada;cerrada;corregida;2;2020;1;
16154;GNF - GesWin La Sia;juanpazos;juanpazos;normal;menor;no se ha intentado;SCADA;2020-02-24;2020-02-26;Fallo muestra alarmas.;cerrada;corregida;2;2020;1;
16147;GNF - SGIPE Montejo;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-02-23;2020-02-26;Fallo comunicación turbinas;cerrada;corregida;2;2020;1;
16243;GNF - SGIPE Los Llanos;juanpazos;juanpazos;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-02-24;2020-02-27;Fallo comunicación con el parque por opc.;cerrada;corregida;2;2020;1;
16282;GNF - ARGOS Vimianzo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-02;2020-03-02;Revisión Scada;cerrada;corregida;3;2020;3;
16248;GNF - SGIPE Montejo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Comunicaciones;2020-02-26;2020-03-02;revisar Scada;cerrada;corregida;2;2020;1;
16305;GNF - ARGOS Los Pedreros;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-03;2020-03-05;Fallo conexión cliente;cerrada;corregida;3;2020;1;
16301;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-03;2020-03-05;Error horario;cerrada;corregida;3;2020;1;
16321;GNF - ARGOS Vimianzo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-05;2020-03-06;Revisión Scada;cerrada;corregida;3;2020;1;
16320;GNF - ARGOS Los Pedreros;ricardoouteiral;felix;normal;menor;no se ha intentado;SCADA;2020-03-05;2020-03-06;Fallo conexión cliente;cerrada;corregida;3;2020;1;
16073;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-02-13;2020-03-06;Fallo comunicación OPC;cerrada;corregida;2;2020;1;
16328;GNF - GesWin La Sia;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Controlador;2020-03-06;2020-03-08;Fallo comunicación con turbinas;cerrada;corregida;3;2020;1;
16335;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-09;2020-03-11;Fallo login cliente;cerrada;corregida;3;2020;2;
16246;GNF - SGIPE Losilla;juanpazos;juanpazos;normal;menor;no se ha intentado;Comunicaciones;2020-02-25;2020-03-13;Fallo conexión scada.;cerrada;abierta;2;2020;1;
16244;GNF - VESTAS Malagon;juanpazos;juanpazos;normal;menor;no se ha intentado;Comunicaciones;2020-02-25;2020-03-13;Fallo comunicación con el parque.;cerrada;abierta;2;2020;1;
16373;GNF - SGIPE Montejo;felix;felix;normal;menor;no se ha intentado;Medida datos SET;2020-03-15;2020-03-17;Fallo regulador potencia activa;cerrada;corregida;3;2020;2;
16203;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Preventivo trimestral;2020-02-24;2020-03-18;Mantenimiento preventivo trimestral.;cerrada;corregida;2;2020;1;
16193;GNF - ARGOS Los Pedreros;felix;felix;normal;menor;no se ha intentado;Preventivo trimestral;2020-02-24;2020-03-20;Mantenimiento preventivo trimestral.;cerrada;corregida;2;2020;1;
16453;GNF - SGIPE Montejo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
15823;GNF - WinCC SilvaRedonda;felix;ricardoouteiral;normal;menor;no se ha intentado;Preventivo bimensual;2020-01-22;2020-03-23;Mantenimiento preventivo bimensual;cerrada;corregida;1;2020;2;
15822;GNF - VESTAS Valdepero;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;2;
15820;GNF - VESTAS Valdelacasa;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15819;GNF - VESTAS Peña I;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15818;GNF - VESTAS Malagon;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15817;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15816;GNF - VESTAS Cova da Serpe;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15815;GNF - VESTAS Codesas;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15812;GNF - SGIPE Los Llanos;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15810;GNF - SGIPE Canredondo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15809;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento Preventivo Mensual;cerrada;corregida;1;2020;1;
15808;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento Preventivo Mensual;cerrada;corregida;1;2020;1;
15807;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15806;GNF - ARGOS Somozas;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15805;GNF - ARGOS Novo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15804;GNF - ARGOS Nerea;felix;felix;baja;trivial;siempre;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo Mensual.;cerrada;corregida;1;2020;1;
15803;GNF - ARGOS Los Pedreros;felix;ricardoouteiral;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-03-23;Mantenimiento preventivo Mensual.;cerrada;corregida;1;2020;1;
16452;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-03-24;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16519;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;SCADA;2020-03-24;2020-03-27;Fallo visualización scada;cerrada;corregida;3;2020;1;
16312;GNF - ARGOS Somozas;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-03-04;2020-03-27;Revisar OPC;cerrada;corregida;3;2020;2;
16030;GNF - GesWin La Sia;ricardoouteiral;felix;normal;menor;no se ha intentado;SCADA;2020-02-10;2020-03-28;Fallo comunicación Scada;cerrada;corregida;2;2020;1;
16554;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-03-30;2020-03-31;Fallo limitador Activa;cerrada;corregida;3;2020;1;
16587;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;General;2020-04-01;2020-04-02;Revisión indisponibilidades;cerrada;corregida;4;2020;1;
16599;GNF - VESTAS LomaGorda-SanGil ;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-04-02;2020-04-07;Exportar datos turbinas.;cerrada;abierta;4;2020;1;
16598;GNF - VESTAS Valdepero;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-04-02;2020-04-07;Exportar datos turbinas.;cerrada;abierta;4;2020;1;
16622;GNF - VESTAS LomaGorda-SanGil ;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-04-06;2020-04-10;Revisión Scada;cerrada;corregida;4;2020;1;
16621;GNF - ARGOS Somozas;felix;felix;normal;menor;no se ha intentado;SCADA;2020-04-05;2020-04-13;Fallo envío órdenes;cerrada;corregida;4;2020;2;
16327;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-03-06;2020-04-14;Fallo comunicación OPC;cerrada;corregida;3;2020;1;
16679;GNF - WinCC SilvaRedonda;ricardoouteiral;felix;normal;menor;no se ha intentado;Servidor OPC;2020-04-14;2020-04-15;Fallo comunicación OPC;cerrada;corregida;4;2020;1;
16655;GNF - VESTAS Valdepero;juanpazos;roberto;normal;menor;no se ha intentado;Regulador reactiva;2020-04-09;2020-04-15;Cambio consigna reactiva.;cerrada;corregida;4;2020;1;
16654;GNF - VESTAS Peña I;juanpazos;roberto;normal;menor;no se ha intentado;Regulador reactiva;2020-04-09;2020-04-15;Cambio consigna reactiva.;cerrada;corregida;4;2020;2;
16653;GNF - VESTAS Malagon;juanpazos;juanpazos;normal;menor;no se ha intentado;Regulador reactiva;2020-04-09;2020-04-15;Cambio consigna reactiva.;cerrada;corregida;4;2020;1;
16652;GNF - VESTAS LomaGorda-SanGil ;juanpazos;juanpazos;normal;menor;no se ha intentado;Regulador reactiva;2020-04-09;2020-04-15;Cambio consigna reactiva.;cerrada;corregida;4;2020;1;
16547;GNF - GesWin La Sia;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-28;2020-04-15;Fallo refresco Scada;cerrada;corregida;3;2020;1;
15878;GNF - SGIPE El Pilar;juanpazos;juanpazos;normal;menor;no se ha intentado;SGIPE;2020-01-23;2020-04-15;Fallo comunicación con turbinas.;cerrada;corregida;1;2020;1;
16696;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-04-16;2020-04-16;Fallo comunicacion scada;cerrada;corregida;4;2020;1;
16693;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SGIPE;2020-04-15;2020-04-16;Fallo comunicación con turbinas.;cerrada;corregida;4;2020;1;
16605;GNF - SGIPE El Pilar;felix;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-04-03;2020-04-16;Revisión scada;cerrada;corregida;4;2020;4;
16109;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-02-18;2020-04-16;Actualizaciones de windows 10 en Host;cerrada;corregida;2;2020;1;
16020;GNF - SGIPE Losilla;juanpazos;juanpazos;normal;menor;no se ha intentado;Falsa alarma;2020-02-07;2020-04-16;Fallo comunicación con el parque.;cerrada;corregida;2;2020;1;
16701;GNF - SGIPE Losilla;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-04-16;2020-04-17;Fallo comunicación con el parque.;cerrada;corregida;4;2020;1;
16716;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-04-19;2020-04-21;Fallo comunicación Scada;cerrada;corregida;4;2020;1;
15959;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;SCADA;2020-01-30;2020-04-22;Fallo de comunicación con turbina 2.1;cerrada;corregida;1;2020;3;
16761;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;General;2020-04-23;2020-04-25;Solicitud apagado servidor;cerrada;corregida;4;2020;1;
16758;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;SCADA;2020-04-23;2020-04-25;Fallo scada;cerrada;corregida;4;2020;1;
16791;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-04-27;2020-04-27;Revisión opc;cerrada;corregida;4;2020;2;
16779;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;SGIPE;2020-04-25;2020-04-27;Revisión sgipe;cerrada;corregida;4;2020;4;
16755;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-04-22;2020-04-27;Fallo de comunicación con turbina 1.10;cerrada;corregida;4;2020;2;
16691;GNF - ARGOS Los Pedreros;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Regulador reactiva;2020-04-15;2020-04-27;Revisar Reactiva;cerrada;corregida;4;2020;4;
16586;GNF - SGIPE Losilla;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-04-01;2020-04-27;Comprobacion de scada.;cerrada;corregida;4;2020;1;
16451;GNF - SGIPE Los Llanos;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-27;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16788;GNF - ARGOS Los Pedreros;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Regulador reactiva;2020-04-27;2020-04-28;Revisar Reactiva;cerrada;corregida;4;2020;1;
16607;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;SCADA;2020-04-03;2020-04-29;Revisión Scada;cerrada;corregida;4;2020;1;
16461;GNF - VESTAS Valdepero;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16458;GNF - VESTAS Peña I;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16457;GNF - VESTAS Malagon;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16456;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16455;GNF - VESTAS Cova da Serpe;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16454;GNF - VESTAS Codesas;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16449;GNF - SGIPE Canredondo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16446;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16445;GNF - ARGOS Somozas;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16444;GNF - ARGOS Novo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16443;GNF - ARGOS Nerea;felix;felix;baja;trivial;siempre;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo Mensual.;cerrada;corregida;3;2020;1;
16442;GNF - ARGOS Los Pedreros;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-29;Mantenimiento preventivo Mensual.;cerrada;corregida;3;2020;1;
16383;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Correctivo tras preventivo;2020-03-18;2020-04-29;Tareas post preventivo;cerrada;corregida;3;2020;1;
16873;GNF - SGIPE El Pilar;natalia;natalia;normal;menor;no se ha intentado;Preventivo mensual;2020-04-30;2020-04-30;Mantenimiento preventivo mensual.;cerrada;corregida;4;2020;1;
16459;GNF - VESTAS Valdelacasa;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-30;Mantenimiento preventivo mensual.;cerrada;corregida;3;2020;1;
16448;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-30;Mantenimiento Preventivo Mensual;cerrada;corregida;3;2020;1;
16447;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-03-23;2020-04-30;Mantenimiento Preventivo Mensual;cerrada;corregida;3;2020;1;
15814;GNF - SGIPE Montejo;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-04-30;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
15813;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-04-30;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;1;
16845;GNF - SGIPE Losilla;juanpazos;juanpazos;normal;menor;no se ha intentado;Servidor OPC;2020-04-29;2020-05-04;Comprobacion de funcionamiento del servidor opc.;cerrada;corregida;4;2020;1;
16843;GNF - GesWin Montija;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-04-29;2020-05-04;Revisión OPC;cerrada;corregida;4;2020;1;
16786;GNF - SGIPE El Pilar;juanpazos;juanpazos;normal;menor;no se ha intentado;Comunicaciones;2020-04-27;2020-05-04;Fallo de comunicación con turbina 2.11;cerrada;corregida;4;2020;1;
16737;GNF - VESTAS Valdepero;felix;felix;normal;menor;no se ha intentado;Regulador reactiva;2020-04-21;2020-05-04;Revisión configuración reactiva;cerrada;corregida;4;2020;1;
16736;GNF - VESTAS Peña I;felix;felix;normal;menor;no se ha intentado;Regulador reactiva;2020-04-21;2020-05-04;Revisión configuración reactiva;cerrada;corregida;4;2020;1;
16734;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Regulador reactiva;2020-04-21;2020-05-04;Revisión configuración reactiva;cerrada;corregida;4;2020;1;
16891;GNF - SGIPE Los Llanos;juanpazos;juanpazos;normal;menor;no se ha intentado;Comunicaciones;2020-05-02;2020-05-06;Fallo comunicación con el parque.;cerrada;corregida;5;2020;2;
16890;GNF - SGIPE El Pilar;juanpazos;juanpazos;normal;menor;no se ha intentado;Comunicaciones;2020-05-01;2020-05-06;Fallo de comunicación con turbina 2.10;cerrada;corregida;5;2020;1;
16886;GNF - SGIPE Montejo;juanpazos;juanpazos;normal;menor;no se ha intentado;SGIPE;2020-05-01;2020-05-06;Fallo comunicacion con varias turbinas.;cerrada;corregida;5;2020;1;
16883;GNF - WinCC SilvaRedonda;juanpazos;juanpazos;normal;menor;no se ha intentado;Servidor OPC;2020-04-30;2020-05-06;Fallo comunicación OPC;cerrada;corregida;4;2020;1;
16774;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-04-24;2020-05-06;Fallo comunicación turbinas;cerrada;corregida;4;2020;2;
16739;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-04-21;2020-05-06;Fallo comunicación turbinas;cerrada;corregida;4;2020;2;
16567;GNF - VESTAS Codesas;felix;felix;normal;menor;no se ha intentado;General;2020-03-31;2020-05-06;Revisión reactiva;asignada;abierta;3;2020;1;
16515;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-23;2020-05-06;scada bloqueado;cerrada;corregida;3;2020;1;
16293;GNF - VESTAS Peña I;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-03-02;2020-05-06;Error alarmas;cerrada;corregida;3;2020;1;
16901;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-05-05;2020-05-07;Fallo comunicación OPC;cerrada;corregida;5;2020;1;
16863;GNF - VESTAS Valdepero;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Correctivo tras preventivo;2020-04-29;2020-05-07;Liberar espacio;cerrada;corregida;4;2020;1;
16858;GNF - ARGOS Los Pedreros;ricardoouteiral;roberto;normal;menor;no se ha intentado;Correctivo tras preventivo;2020-04-29;2020-05-07;Liberación espacio;cerrada;corregida;4;2020;1;
16915;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-05-07;2020-05-08;Fallo comunicación OPC-brisa;cerrada;corregida;5;2020;1;
16914;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;SGIPE;2020-05-07;2020-05-08;Fallo comunicación turbinas;cerrada;corregida;5;2020;1;
